[["40c"],0] NaN
[[8,4,3,3,3,2,1],0] 0
[[8,4,3,3,2,2,2,2,2,2],0] 0
[[8,4,3,3,2,2,2,2,1,1],0] 0
[[8,4,3,3,2,2,2,2],0] 0
[[8,4,3,3,2,2,1,1,1,1,1,1],0] 0
[[8,4,3,3,2,2,1,1,1,1],0] 0
[[8,4,3,3,2,2,1,1],0] 0
[[8,4,3,3,2,2],0] 0
[[8,4,3,3,1,1,1,1,1,1,1,1],0] 0
[[8,4,3,3,1,1,1,1,1,1],0] 0
[[8,4,3,3,1,1,1,1],0] 0
[[8,4,3,3,1,1],0] 0
[[8,4,3,3],0] 0
[[8,4,3,2,2,2,2,2,1,1,1],0] 0
[[8,4,3,2,2,2,2,2,1],0] 0
[[8,4,3,2,2,2,1,1,1,1,1],0] 0
[[8,4,3,2,2,2,1,1,1],0] 0
[[8,4,3,2,2,2,1],0] 0
[[8,4,3,2,1,1,1,1,1,1,1,1,1],0] 0
[[8,4,3,2,1,1,1,1,1,1,1],0] 0
[[8,4,3,2,1,1,1,1,1],0] 0
[[8,4,3,2,1,1,1],0] 0
[[8,4,3,2,1],0] 0
[[8,4,2,2,2,2,2,2,2,2],0] 0
[[8,4,2,2,2,2,2,2,1,1,1,1],0] 0
[[8,4,2,2,2,2,2,2,1,1],0] 0
[[8,4,2,2,2,2,2,2],0] 0
[[8,4,2,2,2,2,1,1,1,1,1,1],0] 0
[[8,4,2,2,2,2,1,1,1,1],0] 0
[[8,4,2,2,2,2,1,1],0] 0
[[8,4,2,2,2,2],0] 0
[[8,4,2,2,1,1,1,1,1,1,1,1,1,1],0] 0
[[8,4,2,2,1,1,1,1,1,1,1,1],0] 0
[[8,4,2,2,1,1,1,1,1,1],0] 0
[[8,4,2,2,1,1,1,1],0] 0
[[8,4,2,2,1,1],0] 0
[[8,4,2,2],0] 0
[[8,4,1,1,1,1,1,1,1,1,1,1,1,1],0] 0
[[8,4,1,1,1,1,1,1,1,1,1,1],0] 0
[[8,4,1,1,1,1,1,1,1,1],0] 0
[[8,4,1,1,1,1,1,1],0] 0
[[8,4,1,1,1,1],0] 0
[[8,4,1,1],0] 0
[[8,4],0] 0
[[8,3,3,3,3,3,3,3,2],0] 0
[[8,3,3,3,3,3,3,1,1,1],0] 0
[[8,3,3,3,3,3,3,1],0] 0
[[8,3,3,3,3,3,2,2,2],0] 0
[[8,3,3,3,3,3,2,1,1,1,1],0] 0
[[8,3,3,3,3,3,2,1,1],0] 0
[[8,3,3,3,3,3,2],0] 0
[[8,3,3,3,3,2,2,2,2,1],0] 0
[[8,3,3,3,3,2,2,1,1,1],0] 0
[[8,3,3,3,3,2,2,1],0] 0
[[8,3,3,3,3,1,1,1,1,1,1,1],0] 0
[[8,3,3,3,3,1,1,1,1,1],0] 0
[[8,3,3,3,3,1,1,1],0] 0
[[8,3,3,3,3,1],0] 0
[[8,3,3,3,2,2,2,2,2,1,1],0] 0
[[8,3,3,3,2,2,2,2,2],0] 0
[[8,3,3,3,2,2,2,1,1,1,1],0] 0
[[8,3,3,3,2,2,2,1,1],0] 0
[[8,3,3,3,2,2,2],0] 0
[[8,3,3,3,2,1,1,1,1,1,1,1,1],0] 0
[[8,3,3,3,2,1,1,1,1,1,1],0] 0
[[8,3,3,3,2,1,1,1,1],0] 0
[[8,3,3,3,2,1,1],0] 0
[[8,3,3,3,2],0] 0
[[8,3,3,2,2,2,2,2,2,1],0] 0
[[8,3,3,2,2,2,2,1,1,1,1,1],0] 0
[[8,3,3,2,2,2,2,1,1,1],0] 0
[[8,3,3,2,2,2,2,1],0] 0
[[8,3,3,2,2,1,1,1,1,1,1,1],0] 0
[[8,3,3,2,2,1,1,1,1,1],0] 0
[[8,3,3,2,2,1,1,1],0] 0
[[8,3,3,2,2,1],0] 0
[[8,3,3,1,1,1,1,1,1,1,1,1,1,1],0] 0
[[8,3,3,1,1,1,1,1,1,1,1,1],0] 0
[[8,3,3,1,1,1,1,1,1,1],0] 0
[[8,3,3,1,1,1,1,1],0] 0
[[8,3,3,1,1,1],0] 0
[[8,3,3,1],0] 0
[[8,3,2,2,2,2,2,2,2,2,2],0] 0
[[8,3,2,2,2,2,2,2,2,1,1],0] 0
[[8,3,2,2,2,2,2,2,2],0] 0
[[8,3,2,2,2,2,2,1,1,1,1,1,1],0] 0
[[8,3,2,2,2,2,2,1,1,1,1],0] 0
[[8,3,2,2,2,2,2,1,1],0] 0
[[8,3,2,2,2,2,2],0] 0
[[8,3,2,2,2,1,1,1,1,1,1,1,1],0] 0
[[8,3,2,2,2,1,1,1,1,1,1],0] 0
[[8,3,2,2,2,1,1,1,1],0] 0
[[8,3,2,2,2,1,1],0] 0
[[8,3,2,2,2],0] 0
[[8,3,2,1,1,1,1,1,1,1,1,1,1,1,1],0] 0
[[8,3,2,1,1,1,1,1,1,1,1,1,1],0] 0
[[8,3,2,1,1,1,1,1,1,1,1],0] 0
[[8,3,2,1,1,1,1,1,1],0] 0
[[8,3,2,1,1,1,1],0] 0
[[8,3,2,1,1],0] 0
[[8,3,2],0] 0
[[8,2,2,2,2,2,2,2,2,1,1,1],0] 0
[[8,2,2,2,2,2,2,2,2,1],0] 0
[[8,2,2,2,2,2,2,1,1,1,1,1],0] 0
[[8,2,2,2,2,2,2,1,1,1],0] 0
[[8,2,2,2,2,2,2,1],0] 0
[[8,2,2,2,2,1,1,1,1,1,1,1,1,1],0] 0
[[8,2,2,2,2,1,1,1,1,1,1,1],0] 0
[[8,2,2,2,2,1,1,1,1,1],0] 0
[[8,2,2,2,2,1,1,1],0] 0
[[8,2,2,2,2,1],0] 0
[[8,2,2,1,1,1,1,1,1,1,1,1,1,1],0] 0
[[8,2,2,1,1,1,1,1,1,1,1,1],0] 0
[[8,2,2,1,1,1,1,1,1,1],0] 0
[[8,2,2,1,1,1,1,1],0] 0
[[8,2,2,1,1,1],0] 0
[[8,2,2,1],0] 0
[[8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1],0] 0
[[8,1,1,1,1,1,1,1,1,1,1,1,1,1],0] 0
[[8,1,1,1,1,1,1,1,1,1,1,1],0] 0
[[8,1,1,1,1,1,1,1,1,1],0] 0
[[8,1,1,1,1,1,1,1],0] 0
[[8,1,1,1,1,1],0] 0
[[8,1,1,1],0] 0
[[8,1],0] 0
[[7,7,7,7,4,1],0] 0
[[7,7,7,7,3,3],0] 1
[[7,7,7,7,2,2],0] 0
[[7,7,7,7,1,1,1,1],0] 1
[[7,7,7,7,1,1],0] 1
[[7,7,7,7],0] 1
[[7,7,7,6,4,1,1],0] 0
[[7,7,7,6,4],0] 0
[[7,7,7,6,3,2],0] 0
[[7,7,7,6,2,2,1],0] 0
[[7,7,7,6,1,1,1],0] 2
[[7,7,7,6,1],0] 2
[[7,7,7,5,5,2],0] 2
[[7,7,7,4,4,3,1],0] 0
[[7,7,7,4,4,2],0] 0
[[7,7,7,4,3,2,2],0] 0
[[7,7,7,4,3,1,1],0] 0
[[7,7,7,4,3],0] 0
[[7,7,7,4,2,2,2,1],0] 0
[[7,7,7,4,2,1,1,1],0] 0
[[7,7,7,4,2,1],0] 0
[[7,7,7,3,3,3,1],0] 1
[[7,7,7,3,3,2,1,1],0] 2
[[7,7,7,3,3,2],0] 2
[[7,7,7,3,2,2,1,1,1],0] 0
[[7,7,7,3,2,2,1],0] 0
[[7,7,7,3,1,1,1,1,1],0] 1
[[7,7,7,3,1,1,1],0] 1
[[7,7,7,3,1],0] 1
[[7,7,7,2,2,2,2,2],0] 0
[[7,7,7,2,2,2,1,1],0] 0
[[7,7,7,2,2,2],0] 0
[[7,7,7,2,1,1,1,1,1,1],0] 2
[[7,7,7,2,1,1,1,1],0] 2
[[7,7,7,2,1,1],0] 2
[[7,7,7,2],0] 2
[[7,7,6,6,4,4],0] 0
[[7,7,6,6,4,1],0] 0
[[7,7,6,6,3,3],0] 0
[[7,7,6,6,3,2,1],0] 0
[[7,7,6,6,2,2,1,1],0] 0
[[7,7,6,6,2,2],0] 0
[[7,7,6,6,1,1,1,1],0] 0
[[7,7,6,6,1,1],0] 0
[[7,7,6,6],0] 0
[[7,7,6,5,5,3],0] 2
[[7,7,6,5,5,2,1],0] 0
[[7,7,6,4,4,3],0] 0
[[7,7,6,4,4,2,1],0] 0
[[7,7,6,4,3,3,2],0] 0
[[7,7,6,4,3,2,2,1],0] 0
[[7,7,6,4,3,1,1,1],0] 0
[[7,7,6,4,3,1],0] 0
[[7,7,6,4,2,2,2],0] 0
[[7,7,6,4,2,1,1,1,1],0] 0
[[7,7,6,4,2,1,1],0] 0
[[7,7,6,4,2],0] 0
[[7,7,6,3,3,3,1,1],0] 2
[[7,7,6,3,3,3],0] 2
[[7,7,6,3,3,2,1,1,1],0] 0
[[7,7,6,3,3,2,1],0] 0
[[7,7,6,3,2,2,2,2],0] 0
[[7,7,6,3,2,2,1,1],0] 0
[[7,7,6,3,2,2],0] 0
[[7,7,6,3,1,1,1,1,1,1],0] 2
[[7,7,6,3,1,1,1,1],0] 2
[[7,7,6,3,1,1],0] 2
[[7,7,6,3],0] 2
[[7,7,6,2,2,2,2,2,1],0] 0
[[7,7,6,2,2,2,1,1,1],0] 0
[[7,7,6,2,2,2,1],0] 0
[[7,7,6,2,1,1,1,1,1,1,1],0] 0
[[7,7,6,2,1,1,1,1,1],0] 0
[[7,7,6,2,1,1,1],0] 0
[[7,7,6,2,1],0] 0
[[7,7,5,5,5,5],0] 1
[[7,7,5,5,4,4],0] 0
[[7,7,5,5,4,3,2],0] 0
[[7,7,5,5,4,1,1,1],0] 0
[[7,7,5,5,4,1],0] 0
[[7,7,5,5,3,3,1,1],0] 1
[[7,7,5,5,3,3],0] 1
[[7,7,5,5,3,2,1],0] 2
[[7,7,5,5,2,2,2,2],0] 0
[[7,7,5,5,2,2,1,1],0] 0
[[7,7,5,5,2,2],0] 0
[[7,7,5,5,1,1,1,1,1,1],0] 1
[[7,7,5,5,1,1,1,1],0] 1
[[7,7,5,5,1,1],0] 1
[[7,7,5,5],0] 1
[[7,7,4,4,4,4,1,1],0] 0
[[7,7,4,4,4,4],0] 0
[[7,7,4,4,4,3,2],0] 0
[[7,7,4,4,4,2,2,1],0] 0
[[7,7,4,4,4,1,1,1],0] 0
[[7,7,4,4,4,1],0] 0
[[7,7,4,4,3,3,2,2],0] 0
[[7,7,4,4,3,3,1,1],0] 0
[[7,7,4,4,3,3],0] 0
[[7,7,4,4,3,2,1,1,1],0] 0
[[7,7,4,4,3,2,1],0] 0
[[7,7,4,4,2,2,2,2],0] 0
[[7,7,4,4,2,2,1,1,1,1],0] 0
[[7,7,4,4,2,2,1,1],0] 0
[[7,7,4,4,2,2],0] 0
[[7,7,4,4,1,1,1,1,1,1],0] 0
[[7,7,4,4,1,1,1,1],0] 0
[[7,7,4,4,1,1],0] 0
[[7,7,4,4],0] 0
[[7,7,4,3,3,3,3,1],0] 0
[[7,7,4,3,3,3,2,1,1],0] 0
[[7,7,4,3,3,3,2],0] 0
[[7,7,4,3,3,2,2,1],0] 0
[[7,7,4,3,3,1,1,1,1,1],0] 0
[[7,7,4,3,3,1,1,1],0] 0
[[7,7,4,3,3,1],0] 0
[[7,7,4,3,2,2,2,2,2],0] 0
[[7,7,4,3,2,2,2,1,1],0] 0
[[7,7,4,3,2,2,2],0] 0
[[7,7,4,3,2,1,1,1,1,1,1],0] 0
[[7,7,4,3,2,1,1,1,1],0] 0
[[7,7,4,3,2,1,1],0] 0
[[7,7,4,3,2],0] 0
[[7,7,4,2,2,2,2,1,1,1],0] 0
[[7,7,4,2,2,2,2,1],0] 0
[[7,7,4,2,2,1,1,1,1,1],0] 0
[[7,7,4,2,2,1,1,1],0] 0
[[7,7,4,2,2,1],0] 0
[[7,7,4,1,1,1,1,1,1,1,1,1],0] 0
[[7,7,4,1,1,1,1,1,1,1],0] 0
[[7,7,4,1,1,1,1,1],0] 0
[[7,7,4,1,1,1],0] 0
[[7,7,4,1],0] 0
[[7,7,3,3,3,3,3,3],0] 1
[[7,7,3,3,3,3,2,2],0] 0
[[7,7,3,3,3,3,1,1,1,1],0] 1
[[7,7,3,3,3,3,1,1],0] 1
[[7,7,3,3,3,3],0] 1
[[7,7,3,3,3,2,2,2,1],0] 0
[[7,7,3,3,3,2,1,1,1],0] 2
[[7,7,3,3,3,2,1],0] 2
[[7,7,3,3,2,2,2,2,1,1],0] 0
[[7,7,3,3,2,2,2,2],0] 0
[[7,7,3,3,2,2,1,1,1,1],0] 0
[[7,7,3,3,2,2,1,1],0] 0
[[7,7,3,3,2,2],0] 0
[[7,7,3,3,1,1,1,1,1,1,1,1],0] 1
[[7,7,3,3,1,1,1,1,1,1],0] 1
[[7,7,3,3,1,1,1,1],0] 1
[[7,7,3,3,1,1],0] 1
[[7,7,3,3],0] 1
[[7,7,3,2,2,2,2,2,1],0] 0
[[7,7,3,2,2,2,1,1,1,1,1],0] 0
[[7,7,3,2,2,2,1,1,1],0] 0
[[7,7,3,2,2,2,1],0] 0
[[7,7,3,2,1,1,1,1,1,1,1],0] 2
[[7,7,3,2,1,1,1,1,1],0] 2
[[7,7,3,2,1,1,1],0] 2
[[7,7,3,2,1],0] 2
[[7,7,2,2,2,2,2,2,2,2],0] 0
[[7,7,2,2,2,2,2,2,1,1],0] 0
[[7,7,2,2,2,2,2,2],0] 0
[[7,7,2,2,2,2,1,1,1,1,1,1],0] 0
[[7,7,2,2,2,2,1,1,1,1],0] 0
[[7,7,2,2,2,2,1,1],0] 0
[[7,7,2,2,2,2],0] 0
[[7,7,2,2,1,1,1,1,1,1,1,1],0] 0
[[7,7,2,2,1,1,1,1,1,1],0] 0
[[7,7,2,2,1,1,1,1],0] 0
[[7,7,2,2,1,1],0] 0
[[7,7,2,2],0] 0
[[7,7,1,1,1,1,1,1,1,1,1,1,1,1],0] 1
[[7,7,1,1,1,1,1,1,1,1,1,1],0] 1
[[7,7,1,1,1,1,1,1,1,1],0] 1
[[7,7,1,1,1,1,1,1],0] 1
[[7,7,1,1,1,1],0] 1
[[7,7,1,1],0] 1
[[7,7],0] 1
[[7,6,6,6,6,2],0] 0
[[7,6,6,6,4,2,2],0] 0
[[7,6,6,6,4,1,1],0] 0
[[7,6,6,6,4],0] 0
[[7,6,6,6,3,3,1],0] 0
[[7,6,6,6,3,2,1,1],0] 0
[[7,6,6,6,3,2],0] 0
[[7,6,6,6,2,2,1],0] 0
[[7,6,6,6,1,1,1,1,1],0] 0
[[7,6,6,6,1,1,1],0] 0
[[7,6,6,6,1],0] 0
[[7,6,6,5,5,3,1],0] 0
[[7,6,6,5,5,2],0] 0
[[7,6,6,4,4,3,1],0] 0
[[7,6,6,4,4,2,1,1],0] 0
[[7,6,6,4,4,2],0] 0
[[7,6,6,4,3,3,3],0] 0
[[7,6,6,4,3,3,2,1],0] 0
[[7,6,6,4,3,2,2],0] 0
[[7,6,6,4,3,1,1,1,1],0] 0
[[7,6,6,4,3,1,1],0] 0
[[7,6,6,4,3],0] 0
[[7,6,6,4,2,2,2,1],0] 0
[[7,6,6,4,2,1,1,1,1,1],0] 0
[[7,6,6,4,2,1,1,1],0] 0
[[7,6,6,4,2,1],0] 0
[[7,6,6,3,3,3,1,1,1],0] 0
[[7,6,6,3,3,3,1],0] 0
[[7,6,6,3,3,2,2,2],0] 0
[[7,6,6,3,3,2,1,1],0] 0
[[7,6,6,3,3,2],0] 0
[[7,6,6,3,2,2,2,2,1],0] 0
[[7,6,6,3,2,2,1,1,1],0] 0
[[7,6,6,3,2,2,1],0] 0
[[7,6,6,3,1,1,1,1,1,1,1],0] 0
[[7,6,6,3,1,1,1,1,1],0] 0
[[7,6,6,3,1,1,1],0] 0
[[7,6,6,3,1],0] 0
[[7,6,6,2,2,2,2,2],0] 0
[[7,6,6,2,2,2,1,1,1,1],0] 0
[[7,6,6,2,2,2,1,1],0] 0
[[7,6,6,2,2,2],0] 0
[[7,6,6,2,1,1,1,1,1,1],0] 0
[[7,6,6,2,1,1,1,1],0] 0
[[7,6,6,2,1,1],0] 0
[[7,6,6,2],0] 0
[[7,6,5,5,4,4,1],0] 0
[[7,6,5,5,4,3,3],0] 0
[[7,6,5,5,4,2,2],0] 0
[[7,6,5,5,4,1,1,1,1],0] 0
[[7,6,5,5,4,1,1],0] 0
[[7,6,5,5,4],0] 0
[[7,6,5,5,3,3,1],0] 2
[[7,6,5,5,3,2,2,2],0] 0
[[7,6,5,5,3,2,1,1],0] 0
[[7,6,5,5,3,2],0] 0
[[7,6,5,5,2,2,1,1,1],0] 0
[[7,6,5,5,2,2,1],0] 0
[[7,6,5,5,1,1,1,1,1],0] 2
[[7,6,5,5,1,1,1],0] 2
[[7,6,5,5,1],0] 2
[[7,6,4,4,4,4,4],0] 0
[[7,6,4,4,4,4,1],0] 0
[[7,6,4,4,4,3,3],0] 0
[[7,6,4,4,4,3,2,1],0] 0
[[7,6,4,4,4,2,2,1,1],0] 0
[[7,6,4,4,4,2,2],0] 0
[[7,6,4,4,4,1,1,1,1],0] 0
[[7,6,4,4,4,1,1],0] 0
[[7,6,4,4,4],0] 0
[[7,6,4,4,3,3,3,2],0] 0
[[7,6,4,4,3,3,1,1,1],0] 0
[[7,6,4,4,3,3,1],0] 0
[[7,6,4,4,3,2,2,2],0] 0
[[7,6,4,4,3,2,1,1,1,1],0] 0
[[7,6,4,4,3,2,1,1],0] 0
[[7,6,4,4,3,2],0] 0
[[7,6,4,4,2,2,2,2,1],0] 0
[[7,6,4,4,2,2,1,1,1],0] 0
[[7,6,4,4,2,2,1],0] 0
[[7,6,4,4,1,1,1,1,1,1,1],0] 0
[[7,6,4,4,1,1,1,1,1],0] 0
[[7,6,4,4,1,1,1],0] 0
[[7,6,4,4,1],0] 0
[[7,6,4,3,3,3,3,1,1],0] 0
[[7,6,4,3,3,3,3],0] 0
[[7,6,4,3,3,3,2,1],0] 0
[[7,6,4,3,3,2,2,2,2],0] 0
[[7,6,4,3,3,2,2,1,1],0] 0
[[7,6,4,3,3,2,2],0] 0
[[7,6,4,3,3,1,1,1,1,1,1],0] 0
[[7,6,4,3,3,1,1,1,1],0] 0
[[7,6,4,3,3,1,1],0] 0
[[7,6,4,3,3],0] 0
[[7,6,4,3,2,2,2,1,1,1],0] 0
[[7,6,4,3,2,2,2,1],0] 0
[[7,6,4,3,2,1,1,1,1,1],0] 0
[[7,6,4,3,2,1,1,1],0] 0
[[7,6,4,3,2,1],0] 0
[[7,6,4,2,2,2,2,2,2],0] 0
[[7,6,4,2,2,2,2,1,1,1,1],0] 0
[[7,6,4,2,2,2,2,1,1],0] 0
[[7,6,4,2,2,2,2],0] 0
[[7,6,4,2,2,1,1,1,1,1,1],0] 0
[[7,6,4,2,2,1,1,1,1],0] 0
[[7,6,4,2,2,1,1],0] 0
[[7,6,4,2,2],0] 0
[[7,6,4,1,1,1,1,1,1,1,1,1,1],0] 0
[[7,6,4,1,1,1,1,1,1,1,1],0] 0
[[7,6,4,1,1,1,1,1,1],0] 0
[[7,6,4,1,1,1,1],0] 0
[[7,6,4,1,1],0] 0
[[7,6,4],0] 0
[[7,6,3,3,3,3,3,2],0] 0
[[7,6,3,3,3,3,2,2,1],0] 0
[[7,6,3,3,3,3,1,1,1],0] 2
[[7,6,3,3,3,3,1],0] 2
[[7,6,3,3,3,2,2,2,1,1],0] 0
[[7,6,3,3,3,2,2,2],0] 0
[[7,6,3,3,3,2,1,1,1,1],0] 0
[[7,6,3,3,3,2,1,1],0] 0
[[7,6,3,3,3,2],0] 0
[[7,6,3,3,2,2,2,2,1],0] 0
[[7,6,3,3,2,2,1,1,1,1,1],0] 0
[[7,6,3,3,2,2,1,1,1],0] 0
[[7,6,3,3,2,2,1],0] 0
[[7,6,3,3,1,1,1,1,1,1,1],0] 2
[[7,6,3,3,1,1,1,1,1],0] 2
[[7,6,3,3,1,1,1],0] 2
[[7,6,3,3,1],0] 2
[[7,6,3,2,2,2,2,2,2,2],0] 0
[[7,6,3,2,2,2,2,2,1,1],0] 0
[[7,6,3,2,2,2,2,2],0] 0
[[7,6,3,2,2,2,1,1,1,1,1,1],0] 0
[[7,6,3,2,2,2,1,1,1,1],0] 0
[[7,6,3,2,2,2,1,1],0] 0
[[7,6,3,2,2,2],0] 0
[[7,6,3,2,1,1,1,1,1,1,1,1],0] 0
[[7,6,3,2,1,1,1,1,1,1],0] 0
[[7,6,3,2,1,1,1,1],0] 0
[[7,6,3,2,1,1],0] 0
[[7,6,3,2],0] 0
[[7,6,2,2,2,2,2,2,1,1,1],0] 0
[[7,6,2,2,2,2,2,2,1],0] 0
[[7,6,2,2,2,2,1,1,1,1,1],0] 0
[[7,6,2,2,2,2,1,1,1],0] 0
[[7,6,2,2,2,2,1],0] 0
[[7,6,2,2,1,1,1,1,1,1,1,1,1],0] 0
[[7,6,2,2,1,1,1,1,1,1,1],0] 0
[[7,6,2,2,1,1,1,1,1],0] 0
[[7,6,2,2,1,1,1],0] 0
[[7,6,2,2,1],0] 0
[[7,6,1,1,1,1,1,1,1,1,1,1,1],0] 2
[[7,6,1,1,1,1,1,1,1,1,1],0] 2
[[7,6,1,1,1,1,1,1,1],0] 2
[[7,6,1,1,1,1,1],0] 2
[[7,6,1,1,1],0] 2
[[7,6,1],0] 2
[[7,5,5,5,5,3,1],0] 1
[[7,5,5,5,5,2,1,1],0] 2
[[7,5,5,5,5,2],0] 2
[[7,5,5,4,4,4,3],0] 0
[[7,5,5,4,4,4,2,1],0] 0
[[7,5,5,4,4,3,1,1,1],0] 0
[[7,5,5,4,4,3,1],0] 0
[[7,5,5,4,4,2,2,2],0] 0
[[7,5,5,4,4,2,1,1],0] 0
[[7,5,5,4,4,2],0] 0
[[7,5,5,4,3,3,3],0] 0
[[7,5,5,4,3,3,2,1],0] 0
[[7,5,5,4,3,2,2,1,1],0] 0
[[7,5,5,4,3,2,2],0] 0
[[7,5,5,4,3,1,1,1,1],0] 0
[[7,5,5,4,3,1,1],0] 0
[[7,5,5,4,3],0] 0
[[7,5,5,4,2,2,2,1,1,1],0] 0
[[7,5,5,4,2,2,2,1],0] 0
[[7,5,5,4,2,1,1,1,1,1],0] 0
[[7,5,5,4,2,1,1,1],0] 0
[[7,5,5,4,2,1],0] 0
[[7,5,5,3,3,3,3,2],0] 2
[[7,5,5,3,3,3,2,2,1],0] 0
[[7,5,5,3,3,3,1,1,1],0] 1
[[7,5,5,3,3,3,1],0] 1
[[7,5,5,3,3,2,2,2],0] 0
[[7,5,5,3,3,2,1,1,1,1],0] 2
[[7,5,5,3,3,2,1,1],0] 2
[[7,5,5,3,3,2],0] 2
[[7,5,5,3,2,2,2,2,1],0] 0
[[7,5,5,3,2,2,1,1,1,1,1],0] 0
[[7,5,5,3,2,2,1,1,1],0] 0
[[7,5,5,3,2,2,1],0] 0
[[7,5,5,3,1,1,1,1,1,1,1],0] 1
[[7,5,5,3,1,1,1,1,1],0] 1
[[7,5,5,3,1,1,1],0] 1
[[7,5,5,3,1],0] 1
[[7,5,5,2,2,2,2,2,1,1],0] 0
[[7,5,5,2,2,2,2,2],0] 0
[[7,5,5,2,2,2,1,1,1,1],0] 0
[[7,5,5,2,2,2,1,1],0] 0
[[7,5,5,2,2,2],0] 0
[[7,5,5,2,1,1,1,1,1,1,1,1],0] 2
[[7,5,5,2,1,1,1,1,1,1],0] 2
[[7,5,5,2,1,1,1,1],0] 2
[[7,5,5,2,1,1],0] 2
[[7,5,5,2],0] 2
[[7,4,4,4,4,4,3],0] 0
[[7,4,4,4,4,4,2,1],0] 0
[[7,4,4,4,4,3,3,2],0] 0
[[7,4,4,4,4,3,2,2,1],0] 0
[[7,4,4,4,4,3,1,1,1],0] 0
[[7,4,4,4,4,3,1],0] 0
[[7,4,4,4,4,2,2,2],0] 0
[[7,4,4,4,4,2,1,1,1,1],0] 0
[[7,4,4,4,4,2,1,1],0] 0
[[7,4,4,4,4,2],0] 0
[[7,4,4,4,3,3,3,1,1],0] 0
[[7,4,4,4,3,3,3],0] 0
[[7,4,4,4,3,3,2,1,1,1],0] 0
[[7,4,4,4,3,3,2,1],0] 0
[[7,4,4,4,3,2,2,2,2],0] 0
[[7,4,4,4,3,2,2,1,1],0] 0
[[7,4,4,4,3,2,2],0] 0
[[7,4,4,4,3,1,1,1,1,1,1],0] 0
[[7,4,4,4,3,1,1,1,1],0] 0
[[7,4,4,4,3,1,1],0] 0
[[7,4,4,4,3],0] 0
[[7,4,4,4,2,2,2,2,2,1],0] 0
[[7,4,4,4,2,2,2,1,1,1],0] 0
[[7,4,4,4,2,2,2,1],0] 0
[[7,4,4,4,2,1,1,1,1,1,1,1],0] 0
[[7,4,4,4,2,1,1,1,1,1],0] 0
[[7,4,4,4,2,1,1,1],0] 0
[[7,4,4,4,2,1],0] 0
[[7,4,4,3,3,3,3,3,1],0] 0
[[7,4,4,3,3,3,3,2],0] 0
[[7,4,4,3,3,3,2,2,1],0] 0
[[7,4,4,3,3,3,1,1,1,1,1],0] 0
[[7,4,4,3,3,3,1,1,1],0] 0
[[7,4,4,3,3,3,1],0] 0
[[7,4,4,3,3,2,2,2,1,1],0] 0
[[7,4,4,3,3,2,2,2],0] 0
[[7,4,4,3,3,2,1,1,1,1],0] 0
[[7,4,4,3,3,2,1,1],0] 0
[[7,4,4,3,3,2],0] 0
[[7,4,4,3,2,2,2,2,1,1,1],0] 0
[[7,4,4,3,2,2,2,2,1],0] 0
[[7,4,4,3,2,2,1,1,1,1,1],0] 0
[[7,4,4,3,2,2,1,1,1],0] 0
[[7,4,4,3,2,2,1],0] 0
[[7,4,4,3,1,1,1,1,1,1,1,1,1],0] 0
[[7,4,4,3,1,1,1,1,1,1,1],0] 0
[[7,4,4,3,1,1,1,1,1],0] 0
[[7,4,4,3,1,1,1],0] 0
[[7,4,4,3,1],0] 0
[[7,4,4,2,2,2,2,2,2,2],0] 0
[[7,4,4,2,2,2,2,2,1,1],0] 0
[[7,4,4,2,2,2,2,2],0] 0
[[7,4,4,2,2,2,1,1,1,1,1,1],0] 0
[[7,4,4,2,2,2,1,1,1,1],0] 0
[[7,4,4,2,2,2,1,1],0] 0
[[7,4,4,2,2,2],0] 0
[[7,4,4,2,1,1,1,1,1,1,1,1],0] 0
[[7,4,4,2,1,1,1,1,1,1],0] 0
[[7,4,4,2,1,1,1,1],0] 0
[[7,4,4,2,1,1],0] 0
[[7,4,4,2],0] 0
[[7,4,3,3,3,3,3,2,2],0] 0
[[7,4,3,3,3,3,3,1,1],0] 0
[[7,4,3,3,3,3,3],0] 0
[[7,4,3,3,3,3,2,2,2,1],0] 0
[[7,4,3,3,3,3,2,1,1,1],0] 0
[[7,4,3,3,3,3,2,1],0] 0
[[7,4,3,3,3,2,2,2,2],0] 0
[[7,4,3,3,3,2,2,1,1,1,1],0] 0
[[7,4,3,3,3,2,2,1,1],0] 0
[[7,4,3,3,3,2,2],0] 0
[[7,4,3,3,3,1,1,1,1,1,1],0] 0
[[7,4,3,3,3,1,1,1,1],0] 0
[[7,4,3,3,3,1,1],0] 0
[[7,4,3,3,3],0] 0
[[7,4,3,3,2,2,2,2,2,1],0] 0
[[7,4,3,3,2,2,2,1,1,1,1,1],0] 0
[[7,4,3,3,2,2,2,1,1,1],0] 0
[[7,4,3,3,2,2,2,1],0] 0
[[7,4,3,3,2,1,1,1,1,1,1,1],0] 0
[[7,4,3,3,2,1,1,1,1,1],0] 0
[[7,4,3,3,2,1,1,1],0] 0
[[7,4,3,3,2,1],0] 0
[[7,4,3,2,2,2,2,2,2,1,1],0] 0
[[7,4,3,2,2,2,2,2,2],0] 0
[[7,4,3,2,2,2,2,1,1,1,1],0] 0
[[7,4,3,2,2,2,2,1,1],0] 0
[[7,4,3,2,2,2,2],0] 0
[[7,4,3,2,2,1,1,1,1,1,1,1,1],0] 0
